sample_name,BioSample,rnai,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Strain,Instrument,Experiment,Run,Sample.Name
sqz_SRR3488024,SAMN04959961,sqz,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750026,SRR3488024,GSM2146287
Trf2_SRR3488025,SAMN04959962,Trf2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750027,SRR3488025,GSM2146288
hang_SRR3488026,SAMN04959963,hang,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750028,SRR3488026,GSM2146289
Sfmbt_SRR3488027,SAMN04959964,Sfmbt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750029,SRR3488027,GSM2146290
CG10147_SRR3488028,SAMN04959965,CG10147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750030,SRR3488028,GSM2146291
CG11695_SRR3488029,SAMN04959966,CG11695,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750031,SRR3488029,GSM2146292
CG4557_SRR3488030,SAMN04959967,CG4557,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750032,SRR3488030,GSM2146293
CG11247_SRR3488031,SAMN04959968,CG11247,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750033,SRR3488031,GSM2146294
CG32767_SRR3488032,SAMN04959971,CG32767,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750034,SRR3488032,GSM2146295
Taf10_SRR3488033,SAMN04959972,Taf10,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750035,SRR3488033,GSM2146296
ash1_SRR3488034,SAMN04959973,ash1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750036,SRR3488034,GSM2146297
Zif_SRR3488035,SAMN04959974,Zif,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750037,SRR3488035,GSM2146298
dl_SRR3488036,SAMN04960541,dl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750038,SRR3488036,GSM2146299
CG5147_SRR3488037,SAMN04960487,CG5147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750039,SRR3488037,GSM2146300
LacZ_SRR3488038,SAMN04959969,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750040,SRR3488038,GSM2146301
CG17359_SRR3488039,SAMN04959970,CG17359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750041,SRR3488039,GSM2146302
lid_SRR3488040,SAMN04960488,lid,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750042,SRR3488040,GSM2146303
CG15514_SRR3488041,SAMN04960489,CG15514,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750043,SRR3488041,GSM2146304
CG17328_SRR3488042,SAMN04960490,CG17328,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750044,SRR3488042,GSM2146305
CG2678_SRR3488043,SAMN04960491,CG2678,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750045,SRR3488043,GSM2146306
CG3032_SRR3488044,SAMN04960492,CG3032,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750046,SRR3488044,GSM2146307
exd_SRR3488045,SAMN04960493,exd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750047,SRR3488045,GSM2146308
Asx_SRR3488046,SAMN04960494,Asx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750048,SRR3488046,GSM2146309
CG10462_SRR3488047,SAMN04960495,CG10462,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750049,SRR3488047,GSM2146310
M1BP_SRR3488048,SAMN04960496,M1BP,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750050,SRR3488048,GSM2146311
dwg_SRR3488049,SAMN04960497,dwg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750051,SRR3488049,GSM2146312
chn_SRR3488050,SAMN04960498,chn,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750052,SRR3488050,GSM2146313
CG17802_SRR3488051,SAMN04960499,CG17802,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750053,SRR3488051,GSM2146314
E2f1_SRR3488052,SAMN04960500,E2f1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750054,SRR3488052,GSM2146315
Taf1_SRR3488053,SAMN04960501,Taf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750055,SRR3488053,GSM2146316
CG10949_SRR3488054,SAMN04960502,CG10949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750056,SRR3488054,GSM2146317
wda_SRR3488055,SAMN04960503,wda,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750057,SRR3488055,GSM2146318
CG2116_SRR3488056,SAMN04960504,CG2116,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750058,SRR3488056,GSM2146319
Mrtf_SRR3488057,SAMN04960505,Mrtf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750059,SRR3488057,GSM2146320
az2_SRR3488058,SAMN04960506,az2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750060,SRR3488058,GSM2146321
CG10631_SRR3488059,SAMN04960507,CG10631,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750061,SRR3488059,GSM2146322
CG6791_SRR3488060,SAMN04960508,CG6791,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750062,SRR3488060,GSM2146323
mip120_SRR3488061,SAMN04960509,mip120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750063,SRR3488061,GSM2146324
CG7386_SRR3488062,SAMN04960510,CG7386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750064,SRR3488062,GSM2146325
CG17328_SRR3488063,SAMN04960511,CG17328,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750065,SRR3488063,GSM2146326
ranshi_SRR3488064,SAMN04960512,ranshi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750066,SRR3488064,GSM2146327
Rabex-5_SRR3488065,SAMN04960513,Rabex-5,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750067,SRR3488065,GSM2146328
CG17568_SRR3488066,SAMN04960514,CG17568,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750068,SRR3488066,GSM2146329
fru_SRR3488067,SAMN04960515,fru,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750069,SRR3488067,GSM2146330
CG2129_SRR3488068,SAMN04960516,CG2129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750070,SRR3488068,GSM2146331
CG3838_SRR3488069,SAMN04960692,CG3838,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750071,SRR3488069,GSM2146332
h_SRR3488070,SAMN04960602,h,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750072,SRR3488070,GSM2146333
Blimp-1_SRR3488071,SAMN04960603,Blimp-1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750073,SRR3488071,GSM2146334
Opbp_SRR3488072,SAMN04960604,Opbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750074,SRR3488072,GSM2146335
wdn_SRR3488073,SAMN04960605,wdn,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750075,SRR3488073,GSM2146336
MED7_SRR3488074,SAMN04960606,MED7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750076,SRR3488074,GSM2146337
Rtf1_SRR3488075,SAMN04960607,Rtf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750077,SRR3488075,GSM2146338
E[var]3-9_SRR3488076,SAMN04960608,E[var]3-9,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750078,SRR3488076,GSM2146339
Kdm4A_SRR3488077,SAMN04960609,Kdm4A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750079,SRR3488077,GSM2146340
HP1b_SRR3488078,SAMN04960610,HP1b,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750080,SRR3488078,GSM2146341
CG17912_SRR3488079,SAMN04960611,CG17912,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750081,SRR3488079,GSM2146342
dalao_SRR3488080,SAMN04960612,dalao,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750082,SRR3488080,GSM2146343
CG3065_SRR3488081,SAMN04960613,CG3065,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750083,SRR3488081,GSM2146344
Atf3_SRR3488082,SAMN04960614,Atf3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750084,SRR3488082,GSM2146345
BtbVII_SRR3488083,SAMN04960615,BtbVII,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750085,SRR3488083,GSM2146346
CG9727_SRR3488084,SAMN04960616,CG9727,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750086,SRR3488084,GSM2146347
pnt_SRR3488085,SAMN04960617,pnt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750087,SRR3488085,GSM2146348
CG2051_SRR3488086,SAMN04960618,CG2051,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750088,SRR3488086,GSM2146349
CG17361_SRR3488087,SAMN04960619,CG17361,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750089,SRR3488087,GSM2146350
tna_SRR3488088,SAMN04960620,tna,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750090,SRR3488088,GSM2146351
CG2678_SRR3488089,SAMN04960621,CG2678,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750091,SRR3488089,GSM2146352
tgo_SRR3488090,SAMN04960622,tgo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750092,SRR3488090,GSM2146353
HmgD_SRR3488091,SAMN04960623,HmgD,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750093,SRR3488091,GSM2146354
mamo_SRR3488092,SAMN04960624,mamo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750094,SRR3488092,GSM2146355
abo_SRR3488093,SAMN04960625,abo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750095,SRR3488093,GSM2146356
Camta_SRR3488094,SAMN04960626,Camta,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750096,SRR3488094,GSM2146357
Alh_SRR3488095,SAMN04960627,Alh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750097,SRR3488095,GSM2146358
CG10959_SRR3488096,SAMN04960628,CG10959,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750098,SRR3488096,GSM2146359
pan_SRR3488097,SAMN04960629,pan,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750099,SRR3488097,GSM2146360
CG17829_SRR3488098,SAMN04960630,CG17829,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750100,SRR3488098,GSM2146361
Meics_SRR3488099,SAMN04960631,Meics,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750101,SRR3488099,GSM2146362
CG7372_SRR3488100,SAMN04960632,CG7372,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750102,SRR3488100,GSM2146363
Clamp_SRR3488101,SAMN04960633,Clamp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750103,SRR3488101,GSM2146364
Ssrp_SRR3488102,SAMN04960634,Ssrp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750104,SRR3488102,GSM2146365
CG1529_SRR3488103,SAMN04960635,CG1529,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750105,SRR3488103,GSM2146366
MED30_SRR3488104,SAMN04960636,MED30,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750106,SRR3488104,GSM2146367
Aef1_SRR3488105,SAMN04960637,Aef1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750107,SRR3488105,GSM2146368
CG10209_SRR3488106,SAMN04960638,CG10209,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750108,SRR3488106,GSM2146369
Atf6_SRR3488107,SAMN04960639,Atf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750109,SRR3488107,GSM2146370
CG13775_SRR3488108,SAMN04960640,CG13775,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750110,SRR3488108,GSM2146371
CG13897_SRR3488109,SAMN04960641,CG13897,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750111,SRR3488109,GSM2146372
CG18262_SRR3488110,SAMN04960642,CG18262,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750112,SRR3488110,GSM2146373
CG15436_SRR3488111,SAMN04960643,CG15436,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750113,SRR3488111,GSM2146374
ph-d_SRR3488112,SAMN04960644,ph-d,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750114,SRR3488112,GSM2146375
CG7987_SRR3488113,SAMN04960645,CG7987,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750115,SRR3488113,GSM2146376
Su[var]2-HP2_SRR3488114,SAMN04960646,Su[var]2-HP2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750116,SRR3488114,GSM2146377
CG2202_SRR3488115,SAMN04960647,CG2202,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750117,SRR3488115,GSM2146378
CG4360_SRR3488116,SAMN04960648,CG4360,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750118,SRR3488116,GSM2146379
ap_SRR3488117,SAMN04960649,ap,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750119,SRR3488117,GSM2146380
CG1024_SRR3488118,SAMN04960650,CG1024,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750120,SRR3488118,GSM2146381
sqz_SRR3488119,SAMN04960651,sqz,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750121,SRR3488119,GSM2146382
Trf2_SRR3488120,SAMN04960652,Trf2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750122,SRR3488120,GSM2146383
hang_SRR3488121,SAMN04960653,hang,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750123,SRR3488121,GSM2146384
Sfmbt_SRR3488122,SAMN04960654,Sfmbt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750124,SRR3488122,GSM2146385
CG10147_SRR3488123,SAMN04960655,CG10147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750125,SRR3488123,GSM2146386
CG11695_SRR3488124,SAMN04960656,CG11695,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750126,SRR3488124,GSM2146387
CG4557_SRR3488125,SAMN04960657,CG4557,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750127,SRR3488125,GSM2146388
CG11247_SRR3488126,SAMN04960658,CG11247,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750128,SRR3488126,GSM2146389
CG32767_SRR3488127,SAMN04960575,CG32767,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750129,SRR3488127,GSM2146390
Taf10_SRR3488128,SAMN04960659,Taf10,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750130,SRR3488128,GSM2146391
ash1_SRR3488129,SAMN04960660,ash1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750131,SRR3488129,GSM2146392
Zif_SRR3488130,SAMN04960661,Zif,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750132,SRR3488130,GSM2146393
dl_SRR3488131,SAMN04960572,dl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750133,SRR3488131,GSM2146394
CG5147_SRR3488132,SAMN04960573,CG5147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750134,SRR3488132,GSM2146395
LacZ_SRR3488133,SAMN04960574,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750135,SRR3488133,GSM2146396
CG17359_SRR3488134,SAMN04960576,CG17359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750136,SRR3488134,GSM2146397
lid_SRR3488135,SAMN04960577,lid,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750137,SRR3488135,GSM2146398
CG15514_SRR3488136,SAMN04960578,CG15514,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750138,SRR3488136,GSM2146399
CG17328_SRR3488137,SAMN04960579,CG17328,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750139,SRR3488137,GSM2146400
CG2678_SRR3488138,SAMN04960580,CG2678,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750140,SRR3488138,GSM2146401
CG3032_SRR3488139,SAMN04960581,CG3032,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750141,SRR3488139,GSM2146402
exd_SRR3488140,SAMN04960582,exd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750142,SRR3488140,GSM2146403
Asx_SRR3488141,SAMN04960583,Asx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750143,SRR3488141,GSM2146404
CG10462_SRR3488142,SAMN04960584,CG10462,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750144,SRR3488142,GSM2146405
M1BP_SRR3488143,SAMN04960585,M1BP,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750145,SRR3488143,GSM2146406
dwg_SRR3488144,SAMN04960586,dwg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750146,SRR3488144,GSM2146407
chn_SRR3488145,SAMN04960587,chn,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750147,SRR3488145,GSM2146408
CG17802_SRR3488146,SAMN04960588,CG17802,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750148,SRR3488146,GSM2146409
E2f1_SRR3488147,SAMN04960589,E2f1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750149,SRR3488147,GSM2146410
Taf1_SRR3488148,SAMN04960590,Taf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750150,SRR3488148,GSM2146411
CG10949_SRR3488149,SAMN04960591,CG10949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750151,SRR3488149,GSM2146412
wda_SRR3488150,SAMN04960592,wda,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750152,SRR3488150,GSM2146413
CG2116_SRR3488151,SAMN04960593,CG2116,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750153,SRR3488151,GSM2146414
Mrtf_SRR3488152,SAMN04960594,Mrtf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750154,SRR3488152,GSM2146415
az2_SRR3488153,SAMN04960595,az2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750155,SRR3488153,GSM2146416
CG10631_SRR3488154,SAMN04960596,CG10631,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750156,SRR3488154,GSM2146417
CG6791_SRR3488155,SAMN04960597,CG6791,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750157,SRR3488155,GSM2146418
mip120_SRR3488156,SAMN04960598,mip120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750158,SRR3488156,GSM2146419
CG7386_SRR3488157,SAMN04960599,CG7386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750159,SRR3488157,GSM2146420
CG17328_SRR3488158,SAMN04960600,CG17328,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750160,SRR3488158,GSM2146421
ranshi_SRR3488159,SAMN04960601,ranshi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750161,SRR3488159,GSM2146422
Rabex-5_SRR3488160,SAMN04960542,Rabex-5,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750162,SRR3488160,GSM2146423
CG17568_SRR3488161,SAMN04960543,CG17568,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750163,SRR3488161,GSM2146424
fru_SRR3488162,SAMN04960544,fru,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750164,SRR3488162,GSM2146425
CG2129_SRR3488163,SAMN04960545,CG2129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750165,SRR3488163,GSM2146426
enok_SRR3488164,SAMN04960546,enok,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750166,SRR3488164,GSM2146427
Hcf_SRR3488165,SAMN04960547,Hcf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750167,SRR3488165,GSM2146428
key_SRR3488166,SAMN04960548,key,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750168,SRR3488166,GSM2146429
CG10654_SRR3488167,SAMN04960549,CG10654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750169,SRR3488167,GSM2146430
